Story,OutputCase,CaseType,StepType,StepNumber,Item,Max Drift,Avg Drift,Ratio,Label,Max Loc X,Max Loc Y,Max Loc Z
Story9,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.000136,7.9E-05,1.725,2,0,6.446,24.2
Story9,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.00131,0.001224,1.07,15,27.834,0,24.2
Story9,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.001112,0.000529,2.104,22,38.505,13.821,24.2
Story9,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001269,0.001207,1.051,15,27.834,0,24.2
Story9,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.001176,0.00064,1.836,2,0,6.446,24.2
Story9,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.00131,0.001224,1.07,15,27.834,0,24.2
Story9,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.001112,0.000529,2.104,22,38.505,13.821,24.2
Story9,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001269,0.001207,1.051,15,27.834,0,24.2
Story9,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.001176,0.00064,1.836,2,0,6.446,24.2
Story9,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.000195,0.000137,1.427,53,25.115,13.821,24.2
Story9,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.001474,0.001304,1.13,2,0,6.446,24.2
Story9,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000236,0.00016,1.472,53,25.115,13.821,24.2
Story9,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.001743,0.001515,1.15,2,0,6.446,24.2
Story9,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.000195,0.000137,1.427,53,25.115,13.821,24.2
Story9,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.001474,0.001304,1.13,2,0,6.446,24.2
Story9,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000236,0.00016,1.472,53,25.115,13.821,24.2
Story9,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.001743,0.001515,1.15,2,0,6.446,24.2
Story9,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.001302,0.001221,1.066,15,27.834,0,24.2
Story9,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.00112,0.000549,2.04,22,38.505,13.821,24.2
Story9,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001278,0.001211,1.055,15,27.834,0,24.2
Story9,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.001146,0.000609,1.881,22,38.505,13.821,24.2
Story9,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.001302,0.001221,1.066,15,27.834,0,24.2
Story9,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.00112,0.000549,2.04,22,38.505,13.821,24.2
Story9,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001278,0.001211,1.055,15,27.834,0,24.2
Story9,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.001146,0.000609,1.881,22,38.505,13.821,24.2
Story9,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000204,0.000142,1.437,53,25.115,13.821,24.2
Story9,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001529,0.001347,1.135,2,0,6.446,24.2
Story9,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000227,0.000155,1.464,53,25.115,13.821,24.2
Story9,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001687,0.001472,1.146,2,0,6.446,24.2
Story9,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000204,0.000142,1.437,53,25.115,13.821,24.2
Story9,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001529,0.001347,1.135,2,0,6.446,24.2
Story9,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000227,0.000155,1.464,53,25.115,13.821,24.2
Story9,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001687,0.001472,1.146,2,0,6.446,24.2
Story8,Dead,LinStatic,None,None,Diaph D1 Y,6.4E-05,3.8E-05,1.713,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,1,Diaph D1 X,4.228E-07,2.787E-07,1.517,15,27.834,0,21.6
Story8,MODAL,LinModEigen,Mode,2,Diaph D1 Y,4.218E-07,3.628E-07,1.163,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,3,Diaph D1 X,4.06E-07,2.499E-07,1.625,53,25.115,13.821,21.6
Story8,MODAL,LinModEigen,Mode,4,Diaph D1 X,3.81E-07,3.216E-07,1.185,15,27.834,0,21.6
Story8,MODAL,LinModEigen,Mode,5,Diaph D1 Y,3.605E-07,3.488E-07,1.033,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,6,Diaph D1 X,2.9E-07,8.726E-08,3.324,53,25.115,13.821,21.6
Story8,MODAL,LinModEigen,Mode,6,Diaph D1 Y,1E-06,1.032E-08,55.745,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,7,Diaph D1 X,2E-06,1E-06,1.135,15,27.834,0,21.6
Story8,MODAL,LinModEigen,Mode,8,Diaph D1 Y,1E-06,1E-06,1.031,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,9,Diaph D1 X,1E-06,3.233E-07,3.501,53,25.115,13.821,21.6
Story8,MODAL,LinModEigen,Mode,9,Diaph D1 Y,2E-06,4.66E-08,49.358,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,10,Diaph D1 X,3E-06,2E-06,1.132,15,27.834,0,21.6
Story8,MODAL,LinModEigen,Mode,11,Diaph D1 Y,3E-06,2E-06,1.05,2,0,6.446,21.6
Story8,MODAL,LinModEigen,Mode,12,Diaph D1 X,2E-06,4.765E-07,3.932,53,25.115,13.821,21.6
Story8,PP,LinStatic,None,None,Diaph D1 Y,6.4E-05,3.8E-05,1.713,2,0,6.446,21.6
Story8,TERP,LinStatic,None,None,Diaph D1 Y,1.5E-05,8E-06,1.766,2,0,6.446,21.6
Story8,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,4.35E-07,1.661,2,0,6.446,21.6
Story8,SCP,LinStatic,None,None,Diaph D1 Y,2.6E-05,1.5E-05,1.766,2,0,6.446,21.6
Story8,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,4.35E-07,1.661,2,0,6.446,21.6
Story8,SEx,LinRespSpec,Max,None,Diaph D1 X,0.00088,0.00083,1.06,15,27.834,0,21.6
Story8,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.000762,0.00039,1.956,22,38.505,13.821,21.6
Story8,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000145,0.0001,1.447,53,25.115,13.821,21.6
Story8,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.00108,0.000947,1.14,2,0,6.446,21.6
Story8,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000847,0.000813,1.042,15,27.834,0,21.6
Story8,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000686,0.000349,1.967,22,38.505,13.821,21.6
Story8,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000852,0.000813,1.047,2,0,6.446,21.6
Story8,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.000112,6.5E-05,1.722,2,0,6.446,21.6
Story8,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000139,8E-05,1.735,2,0,6.446,21.6
Story8,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.000124,7.1E-05,1.731,2,0,6.446,21.6
Story8,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001251,0.00117,1.069,15,27.834,0,21.6
Story8,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.001048,0.0005,2.097,22,38.505,13.821,21.6
Story8,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001214,0.001155,1.051,15,27.834,0,21.6
Story8,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.001102,0.000599,1.839,2,0,6.446,21.6
Story8,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001251,0.00117,1.069,15,27.834,0,21.6
Story8,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.001048,0.0005,2.097,22,38.505,13.821,21.6
Story8,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001214,0.001155,1.051,15,27.834,0,21.6
Story8,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.001102,0.000599,1.839,2,0,6.446,21.6
Story8,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.000185,0.00013,1.424,53,25.115,13.821,21.6
Story8,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.00139,0.00123,1.13,2,0,6.446,21.6
Story8,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000222,0.000151,1.466,53,25.115,13.821,21.6
Story8,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.001635,0.001423,1.149,2,0,6.446,21.6
Story8,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.000185,0.00013,1.424,53,25.115,13.821,21.6
Story8,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.00139,0.00123,1.13,2,0,6.446,21.6
Story8,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000222,0.000151,1.466,53,25.115,13.821,21.6
Story8,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.001635,0.001423,1.149,2,0,6.446,21.6
Story8,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.001243,0.001167,1.065,15,27.834,0,21.6
Story8,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.001055,0.000518,2.036,22,38.505,13.821,21.6
Story8,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001221,0.001158,1.055,15,27.834,0,21.6
Story8,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.001078,0.000573,1.883,22,38.505,13.821,21.6
Story8,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.001243,0.001167,1.065,15,27.834,0,21.6
Story8,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.001055,0.000518,2.036,22,38.505,13.821,21.6
Story8,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001221,0.001158,1.055,15,27.834,0,21.6
Story8,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.001078,0.000573,1.883,22,38.505,13.821,21.6
Story8,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000193,0.000134,1.433,53,25.115,13.821,21.6
Story8,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001441,0.00127,1.135,2,0,6.446,21.6
Story8,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000214,0.000147,1.459,53,25.115,13.821,21.6
Story8,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001585,0.001383,1.146,2,0,6.446,21.6
Story8,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000193,0.000134,1.433,53,25.115,13.821,21.6
Story8,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001441,0.00127,1.135,2,0,6.446,21.6
Story8,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000214,0.000147,1.459,53,25.115,13.821,21.6
Story8,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001585,0.001383,1.146,2,0,6.446,21.6
Story7,Dead,LinStatic,None,None,Diaph D1 Y,5.8E-05,3.3E-05,1.719,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,1,Diaph D1 X,3.949E-07,2.616E-07,1.51,15,27.834,0,19
Story7,MODAL,LinModEigen,Mode,2,Diaph D1 Y,3.897E-07,3.354E-07,1.162,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,3,Diaph D1 X,3.791E-07,2.349E-07,1.614,53,25.115,13.821,19
Story7,MODAL,LinModEigen,Mode,4,Diaph D1 X,1E-06,1E-06,1.177,15,27.834,0,19
Story7,MODAL,LinModEigen,Mode,5,Diaph D1 Y,1E-06,1E-06,1.034,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,6,Diaph D1 X,4.603E-07,1.443E-07,3.189,53,25.115,13.821,19
Story7,MODAL,LinModEigen,Mode,6,Diaph D1 Y,1E-06,1.616E-08,55.477,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,7,Diaph D1 X,1E-06,1E-06,1.131,15,27.834,0,19
Story7,MODAL,LinModEigen,Mode,8,Diaph D1 Y,1E-06,1E-06,1.035,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,9,Diaph D1 X,1E-06,2.023E-07,3.379,53,25.115,13.821,19
Story7,MODAL,LinModEigen,Mode,9,Diaph D1 Y,1E-06,2.988E-08,45.876,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,10,Diaph D1 X,3E-06,3E-06,1.129,15,27.834,0,19
Story7,MODAL,LinModEigen,Mode,11,Diaph D1 Y,3E-06,3E-06,1.052,2,0,6.446,19
Story7,MODAL,LinModEigen,Mode,12,Diaph D1 X,2E-06,1E-06,3.778,53,25.115,13.821,19
Story7,PP,LinStatic,None,None,Diaph D1 Y,5.8E-05,3.3E-05,1.719,2,0,6.446,19
Story7,TERP,LinStatic,None,None,Diaph D1 Y,1.3E-05,7E-06,1.775,2,0,6.446,19
Story7,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,3.804E-07,1.658,2,0,6.446,19
Story7,SCP,LinStatic,None,None,Diaph D1 Y,2.4E-05,1.3E-05,1.775,2,0,6.446,19
Story7,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,3.804E-07,1.658,2,0,6.446,19
Story7,SEx,LinRespSpec,Max,None,Diaph D1 X,0.000828,0.000782,1.059,15,27.834,0,19
Story7,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.000706,0.000361,1.956,22,38.505,13.821,19
Story7,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000135,9.3E-05,1.442,53,25.115,13.821,19
Story7,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.001,0.000877,1.14,2,0,6.446,19
Story7,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000797,0.000765,1.042,15,27.834,0,19
Story7,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000635,0.000323,1.967,22,38.505,13.821,19
Story7,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000788,0.000753,1.046,2,0,6.446,19
Story7,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,0.0001,5.8E-05,1.729,2,0,6.446,19
Story7,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000124,7.1E-05,1.742,2,0,6.446,19
Story7,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,0.00011,6.4E-05,1.738,2,0,6.446,19
Story7,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001175,0.001101,1.068,15,27.834,0,19
Story7,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.000971,0.000465,2.091,22,38.505,13.821,19
Story7,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001142,0.001087,1.051,15,27.834,0,19
Story7,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.001016,0.000552,1.842,1,0,0.701,19
Story7,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001175,0.001101,1.068,15,27.834,0,19
Story7,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.000971,0.000465,2.091,22,38.505,13.821,19
Story7,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001142,0.001087,1.051,15,27.834,0,19
Story7,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.001016,0.000552,1.842,1,0,0.701,19
Story7,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.000172,0.000121,1.42,53,25.115,13.821,19
Story7,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.001291,0.001142,1.13,2,0,6.446,19
Story7,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000206,0.000141,1.461,53,25.115,13.821,19
Story7,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.00151,0.001314,1.149,2,0,6.446,19
Story7,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.000172,0.000121,1.42,53,25.115,13.821,19
Story7,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.001291,0.001142,1.13,2,0,6.446,19
Story7,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000206,0.000141,1.461,53,25.115,13.821,19
Story7,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.00151,0.001314,1.149,2,0,6.446,19
Story7,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.001169,0.001098,1.064,15,27.834,0,19
Story7,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.000978,0.000481,2.033,22,38.505,13.821,19
Story7,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.001149,0.00109,1.054,15,27.834,0,19
Story7,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.000998,0.000529,1.886,22,38.505,13.821,19
Story7,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.001169,0.001098,1.064,15,27.834,0,19
Story7,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.000978,0.000481,2.033,22,38.505,13.821,19
Story7,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.001149,0.00109,1.054,15,27.834,0,19
Story7,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.000998,0.000529,1.886,22,38.505,13.821,19
Story7,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000179,0.000125,1.429,53,25.115,13.821,19
Story7,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001336,0.001178,1.134,2,0,6.446,19
Story7,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.000198,0.000136,1.454,53,25.115,13.821,19
Story7,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001464,0.001279,1.145,2,0,6.446,19
Story7,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000179,0.000125,1.429,53,25.115,13.821,19
Story7,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001336,0.001178,1.134,2,0,6.446,19
Story7,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.000198,0.000136,1.454,53,25.115,13.821,19
Story7,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001464,0.001279,1.145,2,0,6.446,19
Story6,Dead,LinStatic,None,None,Diaph D1 Y,5E-05,2.9E-05,1.727,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,1,Diaph D1 X,3.609E-07,2.402E-07,1.503,15,27.834,0,16.4
Story6,MODAL,LinModEigen,Mode,2,Diaph D1 Y,3.523E-07,3.035E-07,1.161,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,3,Diaph D1 X,3.463E-07,2.16E-07,1.603,53,25.115,13.821,16.4
Story6,MODAL,LinModEigen,Mode,4,Diaph D1 X,1E-06,1E-06,1.174,15,27.834,0,16.4
Story6,MODAL,LinModEigen,Mode,5,Diaph D1 Y,1E-06,1E-06,1.035,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,6,Diaph D1 X,1E-06,1.887E-07,3.131,53,25.115,13.821,16.4
Story6,MODAL,LinModEigen,Mode,6,Diaph D1 Y,1E-06,2.07E-08,55.107,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,7,Diaph D1 X,2.126E-07,1.925E-07,1.104,15,27.834,0,16.4
Story6,MODAL,LinModEigen,Mode,8,Diaph D1 Y,2.107E-07,1.988E-07,1.06,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,9,Diaph D1 X,1.54E-07,5.652E-08,2.725,53,25.115,13.821,16.4
Story6,MODAL,LinModEigen,Mode,9,Diaph D1 Y,2.811E-07,9.456E-09,29.725,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,10,Diaph D1 X,3E-06,2E-06,1.127,15,27.834,0,16.4
Story6,MODAL,LinModEigen,Mode,11,Diaph D1 Y,2E-06,2E-06,1.054,2,0,6.446,16.4
Story6,MODAL,LinModEigen,Mode,12,Diaph D1 X,2E-06,1E-06,3.631,53,25.115,13.821,16.4
Story6,PP,LinStatic,None,None,Diaph D1 Y,5E-05,2.9E-05,1.727,2,0,6.446,16.4
Story6,TERP,LinStatic,None,None,Diaph D1 Y,1.2E-05,6E-06,1.786,2,0,6.446,16.4
Story6,TERT,LinStatic,None,None,Diaph D1 Y,1E-06,3.254E-07,1.656,2,0,6.446,16.4
Story6,SCP,LinStatic,None,None,Diaph D1 Y,2.1E-05,1.2E-05,1.786,2,0,6.446,16.4
Story6,SCT,LinStatic,None,None,Diaph D1 Y,1E-06,3.254E-07,1.656,2,0,6.446,16.4
Story6,SEx,LinRespSpec,Max,None,Diaph D1 X,0.000763,0.000721,1.059,15,27.834,0,16.4
Story6,SEx,LinRespSpec,Max,None,Diaph D1 Y,0.00064,0.000327,1.955,22,38.505,13.821,16.4
Story6,SEy,LinRespSpec,Max,None,Diaph D1 X,0.000122,8.5E-05,1.438,53,25.115,13.821,16.4
Story6,SEy,LinRespSpec,Max,None,Diaph D1 Y,0.000907,0.000796,1.14,2,0,6.446,16.4
Story6,SEx_b2,LinRespSpec,Max,None,Diaph D1 X,0.000735,0.000705,1.042,15,27.834,0,16.4
Story6,SEx_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000575,0.000293,1.966,22,38.505,13.821,16.4
Story6,SEy_b2,LinRespSpec,Max,None,Diaph D1 Y,0.000715,0.000684,1.045,2,0,6.446,16.4
Story6,ED1_C1_1.4CP,Combination,None,None,Diaph D1 Y,8.7E-05,5E-05,1.737,2,0,6.446,16.4
Story6,ED1_C2_1.2CP_1.6L_0.5Lr,Combination,None,None,Diaph D1 Y,0.000108,6.2E-05,1.751,2,0,6.446,16.4
Story6,ED1_C3_1.2CP_L_1.6Lr,Combination,None,None,Diaph D1 Y,9.6E-05,5.5E-05,1.746,2,0,6.446,16.4
Story6,ED1_DYN_XP,Combination,Max,None,Diaph D1 X,0.001083,0.001014,1.067,15,27.834,0,16.4
Story6,ED1_DYN_XP,Combination,Max,None,Diaph D1 Y,0.000882,0.000423,2.084,22,38.505,13.821,16.4
Story6,ED1_DYN_XP,Combination,Min,None,Diaph D1 X,0.001054,0.001003,1.05,15,27.834,0,16.4
Story6,ED1_DYN_XP,Combination,Min,None,Diaph D1 Y,0.000917,0.000497,1.846,2,0,6.446,16.4
Story6,ED1_DYN_XN,Combination,Max,None,Diaph D1 X,0.001083,0.001014,1.067,15,27.834,0,16.4
Story6,ED1_DYN_XN,Combination,Max,None,Diaph D1 Y,0.000882,0.000423,2.084,22,38.505,13.821,16.4
Story6,ED1_DYN_XN,Combination,Min,None,Diaph D1 X,0.001054,0.001003,1.05,15,27.834,0,16.4
Story6,ED1_DYN_XN,Combination,Min,None,Diaph D1 Y,0.000917,0.000497,1.846,2,0,6.446,16.4
Story6,ED1_DYN_YP,Combination,Max,None,Diaph D1 X,0.000157,0.00011,1.417,53,25.115,13.821,16.4
Story6,ED1_DYN_YP,Combination,Max,None,Diaph D1 Y,0.001174,0.001039,1.13,2,0,6.446,16.4
Story6,ED1_DYN_YP,Combination,Min,None,Diaph D1 X,0.000186,0.000128,1.457,53,25.115,13.821,16.4
Story6,ED1_DYN_YP,Combination,Min,None,Diaph D1 Y,0.001365,0.001189,1.148,2,0,6.446,16.4
Story6,ED1_DYN_YN,Combination,Max,None,Diaph D1 X,0.000157,0.00011,1.417,53,25.115,13.821,16.4
Story6,ED1_DYN_YN,Combination,Max,None,Diaph D1 Y,0.001174,0.001039,1.13,2,0,6.446,16.4
Story6,ED1_DYN_YN,Combination,Min,None,Diaph D1 X,0.000186,0.000128,1.457,53,25.115,13.821,16.4
Story6,ED1_DYN_YN,Combination,Min,None,Diaph D1 Y,0.001365,0.001189,1.148,2,0,6.446,16.4
Story6,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 X,0.001077,0.001012,1.064,15,27.834,0,16.4
Story6,ED1_DYN_09_XP,Combination,Max,None,Diaph D1 Y,0.000887,0.000437,2.029,22,38.505,13.821,16.4
Story6,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 X,0.00106,0.001006,1.054,15,27.834,0,16.4
Story6,ED1_DYN_09_XP,Combination,Min,None,Diaph D1 Y,0.000904,0.000479,1.888,22,38.505,13.821,16.4
Story6,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 X,0.001077,0.001012,1.064,15,27.834,0,16.4
Story6,ED1_DYN_09_XN,Combination,Max,None,Diaph D1 Y,0.000887,0.000437,2.029,22,38.505,13.821,16.4
Story6,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 X,0.00106,0.001006,1.054,15,27.834,0,16.4
Story6,ED1_DYN_09_XN,Combination,Min,None,Diaph D1 Y,0.000904,0.000479,1.888,22,38.505,13.821,16.4
Story6,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 X,0.000163,0.000114,1.426,53,25.115,13.821,16.4
Story6,ED1_DYN_09_YP,Combination,Max,None,Diaph D1 Y,0.001213,0.00107,1.134,2,0,6.446,16.4
Story6,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 X,0.00018,0.000124,1.45,53,25.115,13.821,16.4
Story6,ED1_DYN_09_YP,Combination,Min,None,Diaph D1 Y,0.001326,0.001158,1.145,2,0,6.446,16.4
Story6,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 X,0.000163,0.000114,1.426,53,25.115,13.821,16.4
Story6,ED1_DYN_09_YN,Combination,Max,None,Diaph D1 Y,0.001213,0.00107,1.134,2,0,6.446,16.4
Story6,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 X,0.00018,0.000124,1.45,53,25.115,13.821,16.4
Story6,ED1_DYN_09_YN,Combination,Min,None,Diaph D1 Y,0.001326,0.001158,1.145,2,0,6.446,16.4
Story5,Dead,LinStatic,None,None,Diaph D1 Y,4.3E-05,2.4E-05,1.736,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,1,Diaph D1 X,3.203E-07,2.142E-07,1.495,15,27.834,0,13.8
Story5,MODAL,LinModEigen,Mode,2,Diaph D1 Y,3.094E-07,2.668E-07,1.16,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,3,Diaph D1 X,3.072E-07,1.929E-07,1.592,53,25.115,13.821,13.8
Story5,MODAL,LinModEigen,Mode,4,Diaph D1 X,1E-06,1E-06,1.172,15,27.834,0,13.8
Story5,MODAL,LinModEigen,Mode,5,Diaph D1 Y,1E-06,1E-06,1.035,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,6,Diaph D1 X,1E-06,2.169E-07,3.094,53,25.115,13.821,13.8
Story5,MODAL,LinModEigen,Mode,6,Diaph D1 Y,1E-06,2.363E-08,54.559,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,7,Diaph D1 X,1E-06,4.576E-07,1.152,15,27.834,0,13.8
Story5,MODAL,LinModEigen,Mode,8,Diaph D1 Y,4.795E-07,4.719E-07,1.016,2,0,6.446,13.8
Story5,MODAL,LinModEigen,Mode,9,Diaph D1 X,3.732E-07,9.096E-08,4.102,53,25.115,13.821,13.8
